domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
studentaid.ed.gov,2151653,3682703,1293493,1.711569198,193.3212154,2088002
dol.gov,2142560,4396511,1684496,2.051989676,115.6424548,2131194
archives.gov,2140287,4335133,1631074,2.025491441,106.4344128,2110734
apod.nasa.gov,2118691,4003235,755863,1.889485064,102.4163037,2128921
ebenefits.va.gov,2117554,4361275,1211655,2.059581479,151.0515482,2360795
energy.gov,2076635,3741808,1508317,1.801861184,150.6261871,2077772
hud.gov,2006164,4588603,1278716,2.287252189,168.2294498,2002754
ftc.gov,2005027,3529257,1686769,1.760204227,79.41100644,1991388
waterdata.usgs.gov,1901593,3484928,521716,1.832636111,85.06456692,1928873
blogs.va.gov,1841352,2436949,1385560,1.323456352,86.39503962,1835668
bop.gov,1840215,5220573,1033203,2.836936445,139.7066006,1840215
pptform.state.gov,1833395,18422608,1257120,10.04835728,515.9386433,1767470
sam.gov,1831122,32992018,487617,18.01737842,428.5219882,1827712
consumer.ftc.gov,1791340,2477868,1617434,1.383248295,66.70556567,1807252
benefits.va.gov,1750421,3786137,1354871,2.162986504,132.3603585,1848171
oig.hhs.gov,1657216,1927736,1592428,1.163237623,19.52949706,1596975
tricare.mil,1619707,4033924,1103674,2.49052699,175.9333725,1610614
federalregister.gov,1604931,2771120,1101401,1.726628746,109.1770593,1600385
wrh.noaa.gov,1571969,2365341,536493,1.50469952,69.90019969,1564012
home.treasury.gov,1570832,1853855,1456032,1.180173946,25.31114276,1564012
usda.gov,1539006,2152790,1035476,1.398818458,129.9557,1516273
eauth.va.gov,1520820,18749960,837701,12.32884891,371.3370616,1644713
spc.noaa.gov,1519683,8788475,470568,5.783097528,862.5102834,1525367
state.gov,1501497,2565389,1269623,1.708554196,154.5609528,1393517
gsa.gov,1487857,3588362,1011607,2.411765378,132.2070723,1483311
faq.ssa.gov,1471945,2509694,1228704,1.70501887,147.0401129,1173009
my.uscis.gov,1453758,8205381,885440,5.644255096,194.9054478,1410566
e-verify.uscis.gov,1409430,3523574,235284,2.49999929,135.9822162,1415113
beta.sam.gov,1338958,11790333,679709,8.805603312,357.3327901,1349188
treasury.gov,1326455,2642680,800192,1.992287714,152.5989815,1307132
hhs.gov,1290083,2441496,1105948,1.892510792,102.0449103,1271897
wwwnc.cdc.gov,1287809,3107565,993421,2.413063583,198.8667924,1298039
airnow.gov,1279853,1861811,414872,1.454706908,133.2779725,1278716
i94.cbp.dhs.gov,1263940,1454895,778596,1.151079165,50.42895944,1260530
consumerfinance.gov,1262803,2747251,959321,2.175518272,104.0981444,1266213
catalog.usmint.gov,1260530,8349734,679709,6.623986736,191.3273448,1293493
ttp.dhs.gov,1252574,1413976,916129,1.128856259,46.33483451,1237797
auth.nih.gov,1246891,3400817,417146,2.727437282,82.86414209,1227568
accessdata.fda.gov,1187785,8748693,744497,7.365552688,370.9321822,1336685
climate.nasa.gov,1187785,1951605,970688,1.643062507,188.533078,1161643
benefits.gov,1160506,1399200,926359,1.20568097,69.5367357,1161643
my.uspto.gov,1157096,2125511,329625,1.836935743,164.4351964,1161643
pe.usps.com,1119587,2421036,1074122,2.162436684,110.8020493,1125270
clearinghouse.fmcsa.dot.gov,1113904,7283568,654703,6.538775334,619.2959241,1069575
public.navy.mil,1111631,2725655,547859,2.451942236,235.0520919,1074122
ndbc.noaa.gov,1108221,4850029,363724,4.376409579,432.2932655,1104811
vsearch.nlm.nih.gov,1101401,1841352,810422,1.671827064,48.51186807,1113904
poboxes.usps.com,1059345,1822029,423966,1.719958087,65.28865384,1035476
nia.nih.gov,1051389,1382150,945682,1.314594313,78.82594549,1035476
treasurydirect.gov,1046842,3684976,782006,3.520088036,229.7688266,1045706
nih.gov,1040023,1432162,939999,1.377048392,79.54095438,1032066
ods.od.nih.gov,1007060,1324182,886577,1.314898814,86.1997875,1005924
nsopw.gov,1003650,4484032,556952,4.467724804,234.6806915,1003650
wpc.ncep.noaa.gov,990011,1911823,494437,1.931112887,57.34211236,957048
nist.gov,978644,1684496,820652,1.721255124,80.35890477,944545
womenshealth.gov,975234,1179829,871800,1.209790676,30.77740009,974098
eric.ed.gov,963868,2245994,666069,2.330188366,173.4080113,955912
fsis.usda.gov,955912,1443529,592188,1.510106579,87.46012081,947955
nimh.nih.gov,951365,1324182,830881,1.391875884,65.71564857,960458
mx.usembassy.gov,941135,2625631,634243,2.789855866,217.4493277,941135
id.usembassy.gov,937725,1243481,759273,1.326061479,59.68729318,934315
blast.ncbi.nlm.nih.gov,936589,24017134,398959,25.64319461,720.5628595,1052526
solarsystem.nasa.gov,922949,2791580,745634,3.02463083,227.9987778,960458
nces.ed.gov,918402,4357865,653566,4.745051731,270.5409864,929769
redelivery.usps.com,904763,1343505,664932,1.484924781,121.4572667,900216
nsf.gov,899080,2061859,609237,2.293298705,113.2919929,904763
portal.uspto.gov,897943,19187565,681982,21.36835523,939.6759794,1005924
fema.gov,894533,1893637,692212,2.116900103,138.3291159,839975
uscourts.gov,879757,1897047,716081,2.156330669,92.16923423,885440
nrcs.usda.gov,846794,1734508,428512,2.048323441,182.5369936,809285
www2.ed.gov,827472,1468535,628560,1.774724704,122.6015817,829745
search.uscis.gov,825198,1153686,418282,1.398071736,51.43390192,820652
data.bls.gov,821788,1959562,413736,2.38451036,63.34857652,802466
samhsa.gov,821788,1733371,679709,2.10926784,84.47998267,812695
spotthestation.nasa.gov,814969,2101641,521716,2.578798703,88.36536236,822925
earthobservatory.nasa.gov,809285,1338958,737677,1.654495017,79.74160895,821788
therealcost.betobaccofree.hhs.gov,807012,855887,687665,1.060562916,2.905634613,807012
energystar.gov,800192,1152550,411463,1.440341818,37.39631988,799056
passportstatus.state.gov,797919,2816586,417146,3.529914691,136.4814812,850204
oceanservice.noaa.gov,794509,1053662,685392,1.326180068,59.72532847,797919
fsa.usda.gov,793372,1623117,526263,2.045846085,79.61036059,794509
donotcall.gov,792236,2147107,576275,2.710186106,129.6226377,789963
choosemyplate.gov,788826,3333756,589914,4.226224795,261.9567395,786553
search.ssa.gov,787689,1858401,581958,2.359308052,99.81677286,692212
dailymed.nlm.nih.gov,779733,1509454,519443,1.935860096,161.5480645,782006
gsaadvantage.gov,769503,4214649,578548,5.477105352,337.7208614,767230
jp.usembassy.gov,744497,1982294,485344,2.662595014,143.613754,738814
fns.usda.gov,736541,2209622,518306,2.999998642,170.1372564,739951
search.cdc.gov,705851,1001377,443288,1.41868043,47.82289463,666069
pay.gov,704715,7159675,422829,10.15967448,811.8045877,704715
time.gov,703578,785416,367134,1.116316883,55.03555256,703578
li-public.fmcsa.dot.gov,689939,6885745,225054,9.980222889,511.7492199,686529
exclusions.oig.hhs.gov,688802,4255568,233011,6.178216672,459.6962814,746770
navy.mil,688802,1679949,497847,2.438943267,110.4455228,693348
star.nesdis.noaa.gov,687665,4857985,260290,7.064464529,453.6910618,687665
fmcsa.dot.gov,684255,1907276,406916,2.787376051,238.2110748,675162
defensetravel.dod.mil,680845,1179829,486481,1.732889277,91.84980429,678572
jpl.nasa.gov,675162,1376467,637653,2.038721077,123.0067747,706988
cpsc.gov,672889,1845898,526263,2.743242942,97.18073709,672889
ice.gov,669479,1199152,489890,1.791171941,115.5483951,636517
smclinician.myhealth.va.gov,662659,8051935,503530,12.15094792,589.5730972,662659
nlm.nih.gov,661523,1249164,447835,1.888315297,159.7868419,662659
mars.nasa.gov,659249,3732715,494437,5.662071539,110.7328111,656976
access.va.gov,652429,892260,169359,1.367597087,154.4652736,618330
spaceplace.nasa.gov,645610,1541279,572865,2.387322068,154.1337247,654703
export.gov,635380,1029793,512623,1.620751361,104.4722623,635380
eeoc.gov,618330,1312815,459201,2.123162389,150.1159041,617194
af.mil,614920,1116177,513760,1.815158069,86.78934658,580821
login.usajobs.gov,603554,2084592,858161,3.453861626,450.8889727,1203698
training.fema.gov,600144,1735644,323941,2.892045909,248.2159932,611511
adviserinfo.sec.gov,597871,6020765,151173,10.07034126,1003.771742,621740
fdic.gov,588778,1037749,408053,1.762547174,99.07526096,585368
ace.cbp.dhs.gov,559225,774050,106844,1.384147704,119.4289222,556952
history.state.gov,554679,919539,467158,1.657785855,96.99175559,560362
usmint.gov,542176,1085488,353494,2.002095261,95.8364295,504667
tsdr.uspto.gov,539902,1111631,189818,2.058949587,279.2760242,512623
marines.mil,534219,1279853,335308,2.395745939,124.3447444,523990
transportation.gov,527399,1257120,426239,2.383622267,92.88154509,527399
msc.fema.gov,521716,1120724,289842,2.148149568,186.0262384,533083
medicaid.gov,511487,910446,431922,1.779998319,68.45771642,511487
nvd.nist.gov,508077,1240071,337581,2.440714695,222.5613578,511487
ready.gov,505803,861571,431922,1.703372657,93.34388487,503530
espanol.cdc.gov,502393,841111,391003,1.674209235,124.9887976,502393
marine.weather.gov,502393,984327,271656,1.959276901,124.4163991,519443
aphis.usda.gov,501257,1379877,306892,2.752833377,183.9613791,492164
f1.weather.gov,492164,750180,177315,1.524248015,83.40641737,494437
rd.usda.gov,491027,1300312,238694,2.648147658,255.321797,493300
regulations.gov,491027,635380,334171,1.293981797,150.4004851,462611
us-cert.gov,478524,735404,354631,1.53681738,72.28029524,479661
infosida.nih.gov,473978,636517,372817,1.342925199,82.26610518,472841
gateway.usps.com,471704,1112767,112527,2.359036599,235.5808473,467158
dea.gov,463748,1062755,356904,2.29166487,94.13231108,466021
es.usps.com,450108,593324,273929,1.318181414,68.98992242,431922
usaid.gov,450108,1100264,352357,2.444444444,104.6490242,451245
iq.usembassy.gov,447835,804739,387593,1.796954235,69.22079337,451245
peacecorps.gov,446698,1190059,334171,2.664124308,151.3385039,452381
nfc.usda.gov,439878,726311,314848,1.651164641,81.852791,469431
gsaauctions.gov,431922,3993005,204595,9.244736318,276.5052394,431922
atf.gov,429649,1252574,314848,2.915342524,132.5501677,429649
health.mil,409189,634243,252333,1.550000122,101.7167226,404643
ed.gov,401233,548996,303482,1.368272301,91.09626576,362587
tidesandcurrents.noaa.gov,396686,1211655,164812,3.054443565,209.58751,397823
grc.nasa.gov,388730,791099,321668,2.035086049,137.3654156,393276
health.gov,386456,651293,353494,1.685296644,60.74125386,386456
ssd.noaa.gov,384183,617194,130713,1.606510439,51.24559129,394413
portal.fmcsa.dot.gov,379637,1646987,165949,4.338320554,309.7751826,404643
ncdc.noaa.gov,378500,1567422,293252,4.141141347,207.339358,387593
fhwa.dot.gov,377363,1001377,330761,2.653617339,104.4067383,379637
nsa.gov,376227,558089,336444,1.483383702,56.51355963,375090
ams.usda.gov,372817,924086,286432,2.47865843,122.996902,383047
e-verify.gov,372817,801329,280749,2.149389647,95.3322783,376227
teas.uspto.gov,371680,4232835,60242,11.38838517,481.8840723,275066
ai.fmcsa.dot.gov,370544,2424446,154583,6.542936871,705.3396898,395550
login.gov,367134,1345778,604691,3.665631622,131.1144323,580821
evus.gov,365997,804739,215961,2.19875846,374.4099706,365997
teens.drugabuse.gov,365997,543312,336444,1.484471184,76.55280235,355767
vacareers.va.gov,361450,521716,310302,1.443397427,52.2484991,370544
acf.hhs.gov,360314,872937,308029,2.422711857,122.9967945,359177
br.usembassy.gov,356904,895670,253470,2.50955439,203.0923217,359177
ihs.gov,356904,1435572,167086,4.022291709,252.9585547,354631
nidcd.nih.gov,354631,497847,318258,1.403845124,95.14093523,351221
deadiversion.usdoj.gov,351221,782006,264836,2.226535429,181.0645975,350084
uk.usembassy.gov,348947,1226431,251197,3.514662685,224.8407007,358041
step.state.gov,344401,3448556,245514,10.01319973,585.1583038,325078
firms.modaps.eosdis.nasa.gov,339854,619467,242104,1.822744473,106.1840673,339854
acquisition.gov,338718,1575379,160266,4.651004671,421.1339167,338718
goes.noaa.gov,336444,463748,120483,1.378380949,50.91223502,333035
hiv.gov,336444,408053,288706,1.21284077,42.3311398,335308
usembassy.gov,336444,782006,327351,2.324327377,116.310976,363724
fisheries.noaa.gov,333035,613784,236420,1.843001486,92.8940772,333035
nasasearch.nasa.gov,333035,819515,226191,2.460747369,91.18418184,250060
nccih.nih.gov,330761,464884,310302,1.40549823,81.21312972,335308
salud.nih.gov,329625,406916,295526,1.234481608,35.4620311,331898
catalog.archives.gov,325078,545586,150036,1.678323356,170.2587994,326215
stopbullying.gov,325078,641063,276203,1.972028252,162.8811731,325078
store.usgs.gov,322805,1115041,239830,3.454224687,208.5315841,325078
mhvidp-prod.myhealth.va.gov,321668,710398,175042,2.208482037,94.63963465,308029
fws.gov,319395,695622,246650,2.177936411,102.4981982,314848
dla.mil,315985,651293,178452,2.061151637,169.8165546,306892
fhfa.gov,315985,441015,292116,1.395683339,29.79496495,315985
doi.gov,310302,608101,244377,1.959706995,107.5274152,310302
passportappointment.travel.state.gov,310302,1102538,218234,3.553112774,181.7654704,279613
de.usembassy.gov,309165,669479,235284,2.165442401,143.2721492,305755
aidsinfo.nih.gov,304619,618330,284159,2.029847121,159.5222031,290979
espanol.womenshealth.gov,304619,387593,271656,1.272386161,35.66787036,304619
healthfinder.gov,304619,535356,252333,1.757460959,96.07451603,303482
consumidor.ftc.gov,303482,375090,273929,1.235954686,59.31086193,300072
flag.dol.gov,301209,576275,52285,1.913206445,214.0111351,300072
share.america.gov,300072,343264,263700,1.143938788,25.68940121,298935
ahrq.gov,289842,669479,229601,2.309806722,104.192291,285296
blogs.nasa.gov,287569,389866,260290,1.355730277,82.44271462,270520
aspe.hhs.gov,283023,383047,254607,1.353412974,67.36936927,288706
nrc.gov,283023,739951,194365,2.614455362,124.0319303,283023
ourdocuments.gov,283023,452381,206868,1.59838953,128.2929691,283023
cftc.gov,281886,778596,163676,2.762095315,162.6088206,238694
retail-pi.usps.com,281886,652429,167086,2.314513669,108.7459328,261426
in.usembassy.gov,272793,544449,178452,1.995832004,89.49993951,268246
nationalservice.gov,271656,775186,206868,2.85355744,135.5942331,272793
afdc.energy.gov,265973,757000,214824,2.846153557,91.04700853,267110
science.nasa.gov,265973,422829,244377,1.589744072,136.9316246,262563
bea.gov,264836,708125,187545,2.673824556,149.523811,251197
earthexplorer.usgs.gov,261426,494437,107980,1.891307674,259.3178376,262563
support.nlm.nih.gov,261426,267110,260290,1.02174229,8.460883768,252333
pubs.usgs.gov,260290,340991,213688,1.310042645,76.20955089,265973
ada.gov,259153,456928,185272,1.763159215,112.5790247,264836
spaceforce.mil,258017,520580,235284,2.017618994,75.63422565,256880
fiscal.treasury.gov,254607,508077,198911,1.995534294,126.1024952,258017
mcrc.marines.mil,254607,298935,27279,1.174103619,127.539993,252333
obamawhitehouse.archives.gov,253470,326215,233011,1.286996489,33.37219789,253470
shadesofgreen.org,253470,777460,163676,3.067266343,196.0044778,251197
webbook.nist.gov,253470,1083215,182999,4.27354322,292.6726398,256880
history.navy.mil,251197,491027,222781,1.954748663,56.33025474,251197
idcf.bls.gov,251197,1524230,77291,6.067867053,471.9904258,254607
fec.gov,250060,706988,182999,2.827273454,127.6409502,251197
careers.state.gov,247787,1095718,175042,4.422015683,216.4356161,247787
identitytheft.gov,246650,286432,195502,1.161289276,50.41478208,246650
foodsafety.gov,244377,351221,202321,1.437209721,55.86509369,244377
smokefree.gov,243240,313712,213688,1.289722085,34.39723319,244377
catalog.data.gov,242104,737677,197775,3.046942636,186.0983049,239830
climate.gov,242104,376227,215961,1.553989195,46.48819103,240967
privacyshield.gov,239830,621740,203458,2.592419631,82.56410374,239830
seer.cancer.gov,239830,742224,79565,3.094792144,215.6353876,225054
data.cms.gov,238694,729721,64788,3.057140104,127.1665144,235284
osti.gov,235284,727448,187545,3.091786947,163.6085624,235284
jobcorps.gov,233011,654703,148899,2.809751471,230.5263657,229601
atsdr.cdc.gov,230737,312575,203458,1.35468087,80.98531228,231874
studyinthestates.dhs.gov,225054,491027,169359,2.181818586,222.1061345,226191
sa.usembassy.gov,223917,383047,152309,1.710665113,90.09154731,222781
ncjrs.gov,220508,659249,189818,2.989682914,64.2421318,221644
onlineclaims.usps.com,220508,741087,103434,3.360816841,287.8138163,226191
jfklibrary.org,219371,468294,185272,2.134712428,102.9844054,219371
cem.va.gov,217098,367134,169359,1.691098029,83.61765194,214824
huduser.gov,212551,563772,143216,2.652408128,131.5508466,212551
nidcr.nih.gov,212551,273929,203458,1.288768343,23.10695786,221644
training.seer.cancer.gov,212551,318258,173905,1.497325348,73.40109433,212551
militarypay.defense.gov,210278,450108,175042,2.140537764,148.740396,210278
niaaa.nih.gov,208005,308029,188682,1.480873056,51.20753347,203458
iris.custhelp.va.gov,206868,405779,178452,1.961535859,252.159203,167086
eddm.usps.com,205731,336444,53422,1.635358794,128.0996058,210278
niaid.nih.gov,205731,442152,192092,2.14917538,163.1162197,206868
healthypeople.gov,204595,666069,154583,3.255548767,213.888487,205731
co.usembassy.gov,203458,689939,148899,3.391063512,226.2346135,195502
dcma.mil,202321,331898,52285,1.640452548,273.6577617,193228
search.usembassy.gov,202321,252333,123893,1.247191344,57.0225681,175042
starchild.gsfc.nasa.gov,201185,312575,192092,1.553669508,111.8246937,203458
fbohome.sam.gov,200048,268246,140943,1.340908182,83.49434636,193228
search.uspto.gov,200048,346674,128440,1.732954091,88.89775954,182999
dcms.uscg.mil,197775,456928,122757,2.310342561,251.189392,208005
climatekids.nasa.gov,195502,605827,180725,3.098827633,195.9064971,200048
usbr.gov,192092,445562,140943,2.319523978,123.5322918,190955
volcanoes.usgs.gov,192092,456928,139806,2.378693543,190.7629261,194365
pivauth.nih.gov,189818,201185,55695,1.059883678,152.6948814,171632
oceanexplorer.noaa.gov,188682,309165,171632,1.638550577,92.25889062,186408
publichealth.va.gov,188682,375090,148899,1.987947976,154.0780679,182999
worldview.earthdata.nasa.gov,186408,229601,126167,1.231712158,100.6709637,181862
ph.usembassy.gov,185272,365997,137533,1.975457705,145.9752958,181862
dvlottery.state.gov,184135,717218,135260,3.89506612,163.1174193,186408
ers.usda.gov,184135,329625,118210,1.790126809,120.5556575,173905
ca.usembassy.gov,182999,489890,121620,2.677009164,150.95612,177315
